机组序号	所在节点	最大出力(MW)	最小出力(MW)	上爬坡率(MW/h)	下爬坡率 (MW/h)	最小开机时间(h)	最小停机时间(h)	启动成本（元）	"初始状态(1开机,0停机)"	初始出力(MW)	初始状态持续时间(h)
928             3081             130             20             70             70             5             5             1120             0             0             5
929             3082             162             25             60             60             6             6             1800             0             0             6
930             3083             80             20             70             70             3             3             340             0             0             3
931             3084             85             25             70             70             3             3             520             0             0             3
932             3085             55             10             60             60             1             1             60             0             0             1
933             3086             55             10             60             60             1             1             60             0             0             1
934             3087             55             10             60             60             1             1             60             0             0             1
935             3117             455             150             70             70             8             8             9000             0             0             8
936             3118             455             150             60             60             8             8             10000             0             0             8
937             3119             130             20             70             70             5             5             1100             0             0             5
938             3120             130             20             70             70             5             5             1120             0             0             5
939             3121             162             25             60             60             6             6             1800             0             0             6
940             3122             80             20             70             70             3             3             340             0             0             3
941             3123             85             25             70             70             3             3             520             0             0             3
942             3124             55             10             60             60             1             1             60             0             0             1
943             3125             55             10             60             60             1             1             60             0             0             1
944             3126             55             10             60             60             1             1             60             0             0             1
945             3156             455             150             70             70             8             8             9000             0             0             8
946             3157             455             150             60             60             8             8             10000             0             0             8
947             3158             130             20             70             70             5             5             1100             0             0             5
948             3159             130             20             70             70             5             5             1120             0             0             5
949             3160             162             25             60             60             6             6             1800             0             0             6
950             3161             80             20             70             70             3             3             340             0             0             3
951             3162             85             25             70             70             3             3             520             0             0             3
952             3163             55             10             60             60             1             1             60             0             0             1
953             3164             55             10             60             60             1             1             60             0             0             1
954             3165             55             10             60             60             1             1             60             0             0             1
955             3195             455             150             70             70             8             8             9000             0             0             8
956             3196             455             150             60             60             8             8             10000             0             0             8
957             3197             130             20             70             70             5             5             1100             0             0             5
958             3198             130             20             70             70             5             5             1120             0             0             5
959             3199             162             25             60             60             6             6             1800             0             0             6
960             3200             80             20             70             70             3             3             340             0             0             3
961             3201             85             25             70             70             3             3             520             0             0             3
962             3202             55             10             60             60             1             1             60             0             0             1
963             3203             55             10             60             60             1             1             60             0             0             1
964             3204             55             10             60             60             1             1             60             0             0             1
965             3234             455             150             70             70             8             8             9000             0             0             8
966             3235             455             150             60             60             8             8             10000             0             0             8
967             3236             130             20             70             70             5             5             1100             0             0             5
968             3237             130             20             70             70             5             5             1120             0             0             5
969             3238             162             25             60             60             6             6             1800             0             0             6
970             3239             80             20             70             70             3             3             340             0             0             3
971             3240             85             25             70             70             3             3             520             0             0             3
972             3241             55             10             60             60             1             1             60             0             0             1
973             3242             55             10             60             60             1             1             60             0             0             1
974             3243             55             10             60             60             1             1             60             0             0             1
975             3273             455             150             70             70             8             8             9000             0             0             8
976             3274             455             150             60             60             8             8             10000             0             0             8
977             3275             130             20             70             70             5             5             1100             0             0             5
978             3276             130             20             70             70             5             5             1120             0             0             5
979             3277             162             25             60             60             6             6             1800             0             0             6
980             3278             80             20             70             70             3             3             340             0             0             3
981             3279             85             25             70             70             3             3             520             0             0             3
982             3280             55             10             60             60             1             1             60             0             0             1
983             3281             55             10             60             60             1             1             60             0             0             1
984             3282             55             10             60             60             1             1             60             0             0             1
985             3312             455             150             70             70             8             8             9000             0             0             8
986             3313             455             150             60             60             8             8             10000             0             0             8
987             3314             130             20             70             70             5             5             1100             0             0             5
988             3315             130             20             70             70             5             5             1120             0             0             5
989             3316             162             25             60             60             6             6             1800             0             0             6
990             3317             80             20             70             70             3             3             340             0             0             3
991             3318             85             25             70             70             3             3             520             0             0             3
992             3319             55             10             60             60             1             1             60             0             0             1
993             3320             55             10             60             60             1             1             60             0             0             1
994             3321             55             10             60             60             1             1             60             0             0             1
995             3351             455             150             70             70             8             8             9000             0             0             8
996             3352             455             150             60             60             8             8             10000             0             0             8
997             3353             130             20             70             70             5             5             1100             0             0             5
998             3354             130             20             70             70             5             5             1120             0             0             5
999             3355             162             25             60             60             6             6             1800             0             0             6
1000             3356             80             20             70             70             3             3             340             0             0             3
1001             3357             85             25             70             70             3             3             520             0             0             3
1002             3358             55             10             60             60             1             1             60             0             0             1
1003             3359             55             10             60             60             1             1             60             0             0             1
1004             3360             55             10             60             60             1             1             60             0             0             1
1005             3390             455             150             70             70             8             8             9000             0             0             8
1006             3391             455             150             60             60             8             8             10000             0             0             8
1007             3392             130             20             70             70             5             5             1100             0             0             5
1008             3393             130             20             70             70             5             5             1120             0             0             5
1009             3394             162             25             60             60             6             6             1800             0             0             6
1010             3395             80             20             70             70             3             3             340             0             0             3
1011             3396             85             25             70             70             3             3             520             0             0             3
1012             3397             55             10             60             60             1             1             60             0             0             1
1013             3398             55             10             60             60             1             1             60             0             0             1
1014             3399             55             10             60             60             1             1             60             0             0             1
1015             3429             455             150             70             70             8             8             9000             0             0             8
1016             3430             455             150             60             60             8             8             10000             0             0             8
1017             3431             130             20             70             70             5             5             1100             0             0             5
1018             3432             130             20             70             70             5             5             1120             0             0             5
1019             3433             162             25             60             60             6             6             1800             0             0             6
1020             3434             80             20             70             70             3             3             340             0             0             3
1021             3435             85             25             70             70             3             3             520             0             0             3
1022             3436             55             10             60             60             1             1             60             0             0             1
1023             3437             55             10             60             60             1             1             60             0             0             1
1024             3438             55             10             60             60             1             1             60             0             0             1
1025             3468             455             150             70             70             8             8             9000             0             0             8
1026             3469             455             150             60             60             8             8             10000             0             0             8
1027             3470             130             20             70             70             5             5             1100             0             0             5
1028             3471             130             20             70             70             5             5             1120             0             0             5
1029             3472             162             25             60             60             6             6             1800             0             0             6
1030             3473             80             20             70             70             3             3             340             0             0             3
1031             3474             85             25             70             70             3             3             520             0             0             3
1032             3475             55             10             60             60             1             1             60             0             0             1
1033             3476             55             10             60             60             1             1             60             0             0             1
1034             3477             55             10             60             60             1             1             60             0             0             1
1035             3507             455             150             70             70             8             8             9000             0             0             8
1036             3508             455             150             60             60             8             8             10000             0             0             8
1037             3509             130             20             70             70             5             5             1100             0             0             5
1038             3510             130             20             70             70             5             5             1120             0             0             5
1039             3511             162             25             60             60             6             6             1800             0             0             6
1040             3512             80             20             70             70             3             3             340             0             0             3
1041             3513             85             25             70             70             3             3             520             0             0             3
1042             3514             55             10             60             60             1             1             60             0             0             1
1043             3515             55             10             60             60             1             1             60             0             0             1
1044             3516             55             10             60             60             1             1             60             0             0             1
1045             3546             455             150             70             70             8             8             9000             0             0             8
1046             3547             455             150             60             60             8             8             10000             0             0             8
1047             3548             130             20             70             70             5             5             1100             0             0             5
1048             3549             130             20             70             70             5             5             1120             0             0             5
1049             3550             162             25             60             60             6             6             1800             0             0             6
1050             3551             80             20             70             70             3             3             340             0             0             3
1051             3552             85             25             70             70             3             3             520             0             0             3
1052             3553             55             10             60             60             1             1             60             0             0             1
1053             3554             55             10             60             60             1             1             60             0             0             1
1054             3555             55             10             60             60             1             1             60             0             0             1
1055             3585             455             150             70             70             8             8             9000             0             0             8
1056             3586             455             150             60             60             8             8             10000             0             0             8
1057             3587             130             20             70             70             5             5             1100             0             0             5
1058             3588             130             20             70             70             5             5             1120             0             0             5
1059             3589             162             25             60             60             6             6             1800             0             0             6
1060             3590             80             20             70             70             3             3             340             0             0             3
1061             3591             85             25             70             70             3             3             520             0             0             3
1062             3592             55             10             60             60             1             1             60             0             0             1
1063             3593             55             10             60             60             1             1             60             0             0             1
1064             3594             55             10             60             60             1             1             60             0             0             1
1065             3624             455             150             70             70             8             8             9000             0             0             8
1066             3625             455             150             60             60             8             8             10000             0             0             8
1067             3626             130             20             70             70             5             5             1100             0             0             5
1068             3627             130             20             70             70             5             5             1120             0             0             5
1069             3628             162             25             60             60             6             6             1800             0             0             6
1070             3629             80             20             70             70             3             3             340             0             0             3
1071             3630             85             25             70             70             3             3             520             0             0             3
1072             3631             55             10             60             60             1             1             60             0             0             1
1073             3632             55             10             60             60             1             1             60             0             0             1
1074             3633             55             10             60             60             1             1             60             0             0             1
1075             3663             455             150             70             70             8             8             9000             0             0             8
1076             3664             455             150             60             60             8             8             10000             0             0             8
1077             3665             130             20             70             70             5             5             1100             0             0             5
1078             3666             130             20             70             70             5             5             1120             0             0             5
1079             3667             162             25             60             60             6             6             1800             0             0             6
1080             3668             80             20             70             70             3             3             340             0             0             3
1081             3669             85             25             70             70             3             3             520             0             0             3
1082             3670             55             10             60             60             1             1             60             0             0             1
1083             3671             55             10             60             60             1             1             60             0             0             1
1084             3672             55             10             60             60             1             1             60             0             0             1
1085             3702             455             150             70             70             8             8             9000             0             0             8
1086             3703             455             150             60             60             8             8             10000             0             0             8
1087             3704             130             20             70             70             5             5             1100             0             0             5
1088             3705             130             20             70             70             5             5             1120             0             0             5
1089             3706             162             25             60             60             6             6             1800             0             0             6
1090             3707             80             20             70             70             3             3             340             0             0             3
1091             3708             85             25             70             70             3             3             520             0             0             3
1092             3709             55             10             60             60             1             1             60             0             0             1
1093             3710             55             10             60             60             1             1             60             0             0             1
1094             3711             55             10             60             60             1             1             60             0             0             1
1095             3741             455             150             70             70             8             8             9000             0             0             8
1096             3742             455             150             60             60             8             8             10000             0             0             8
1097             3743             130             20             70             70             5             5             1100             0             0             5
1098             3744             130             20             70             70             5             5             1120             0             0             5
1099             3745             162             25             60             60             6             6             1800             0             0             6
1100             3746             80             20             70             70             3             3             340             0             0             3
1101             3747             85             25             70             70             3             3             520             0             0             3
1102             3748             55             10             60             60             1             1             60             0             0             1
1103             3749             55             10             60             60             1             1             60             0             0             1
1104             3750             55             10             60             60             1             1             60             0             0             1
1105             3780             455             150             70             70             8             8             9000             0             0             8
1106             3781             455             150             60             60             8             8             10000             0             0             8
1107             3782             130             20             70             70             5             5             1100             0             0             5
1108             3783             130             20             70             70             5             5             1120             0             0             5
1109             3784             162             25             60             60             6             6             1800             0             0             6
1110             3785             80             20             70             70             3             3             340             0             0             3
1111             3786             85             25             70             70             3             3             520             0             0             3
1112             3787             55             10             60             60             1             1             60             0             0             1
1113             3788             55             10             60             60             1             1             60             0             0             1
1114             3789             55             10             60             60             1             1             60             0             0             1
1115             3819             455             150             70             70             8             8             9000             0             0             8
1116             3820             455             150             60             60             8             8             10000             0             0             8
1117             3821             130             20             70             70             5             5             1100             0             0             5
1118             3822             130             20             70             70             5             5             1120             0             0             5
1119             3823             162             25             60             60             6             6             1800             0             0             6
1120             3824             80             20             70             70             3             3             340             0             0             3
1121             3825             85             25             70             70             3             3             520             0             0             3
1122             3826             55             10             60             60             1             1             60             0             0             1
1123             3827             55             10             60             60             1             1             60             0             0             1
1124             3828             55             10             60             60             1             1             60             0             0             1
1125             3858             455             150             70             70             8             8             9000             0             0             8
1126             3859             455             150             60             60             8             8             10000             0             0             8
1127             3860             130             20             70             70             5             5             1100             0             0             5
1128             3861             130             20             70             70             5             5             1120             0             0             5
1129             3862             162             25             60             60             6             6             1800             0             0             6
1130             3863             80             20             70             70             3             3             340             0             0             3
1131             3864             85             25             70             70             3             3             520             0             0             3
1132             3865             55             10             60             60             1             1             60             0             0             1
1133             3866             55             10             60             60             1             1             60             0             0             1
1134             3867             55             10             60             60             1             1             60             0             0             1
1135             3897             455             150             70             70             8             8             9000             0             0             8
1136             3898             455             150             60             60             8             8             10000             0             0             8
1137             3899             130             20             70             70             5             5             1100             0             0             5
1138             3900             130             20             70             70             5             5             1120             0             0             5
1139             3901             162             25             60             60             6             6             1800             0             0             6
1140             3902             80             20             70             70             3             3             340             0             0             3
1141             3903             85             25             70             70             3             3             520             0             0             3
1142             3904             55             10             60             60             1             1             60             0             0             1
1143             3905             55             10             60             60             1             1             60             0             0             1
1144             3906             55             10             60             60             1             1             60             0             0             1
1145             3936             455             150             70             70             8             8             9000             0             0             8
1146             3937             455             150             60             60             8             8             10000             0             0             8
1147             3938             130             20             70             70             5             5             1100             0             0             5
1148             3939             130             20             70             70             5             5             1120             0             0             5
1149             3940             162             25             60             60             6             6             1800             0             0             6
1150             3941             80             20             70             70             3             3             340             0             0             3
1151             3942             85             25             70             70             3             3             520             0             0             3
1152             3943             55             10             60             60             1             1             60             0             0             1
1153             3944             55             10             60             60             1             1             60             0             0             1
1154             3945             55             10             60             60             1             1             60             0             0             1
1155             3975             455             150             70             70             8             8             9000             0             0             8
1156             3976             455             150             60             60             8             8             10000             0             0             8
1157             3977             130             20             70             70             5             5             1100             0             0             5
1158             3978             130             20             70             70             5             5             1120             0             0             5
1159             3979             162             25             60             60             6             6             1800             0             0             6
1160             3980             80             20             70             70             3             3             340             0             0             3
1161             3981             85             25             70             70             3             3             520             0             0             3
1162             3982             55             10             60             60             1             1             60             0             0             1
1163             3983             55             10             60             60             1             1             60             0             0             1
1164             3984             55             10             60             60             1             1             60             0             0             1
1165             4014             455             150             70             70             8             8             9000             0             0             8
1166             4015             455             150             60             60             8             8             10000             0             0             8
1167             4016             130             20             70             70             5             5             1100             0             0             5
1168             4017             130             20             70             70             5             5             1120             0             0             5
1169             4018             162             25             60             60             6             6             1800             0             0             6
1170             4019             80             20             70             70             3             3             340             0             0             3
1171             4020             85             25             70             70             3             3             520             0             0             3
1172             4021             55             10             60             60             1             1             60             0             0             1
1173             4022             55             10             60             60             1             1             60             0             0             1
1174             4023             55             10             60             60             1             1             60             0             0             1
1175             4053             455             150             70             70             8             8             9000             0             0             8
1176             4054             455             150             60             60             8             8             10000             0             0             8
1177             4055             130             20             70             70             5             5             1100             0             0             5
1178             4056             130             20             70             70             5             5             1120             0             0             5
1179             4057             162             25             60             60             6             6             1800             0             0             6
1180             4058             80             20             70             70             3             3             340             0             0             3
1181             4059             85             25             70             70             3             3             520             0             0             3
1182             4060             55             10             60             60             1             1             60             0             0             1
1183             4061             55             10             60             60             1             1             60             0             0             1
1184             4062             55             10             60             60             1             1             60             0             0             1
1185             4092             455             150             70             70             8             8             9000             0             0             8
1186             4093             455             150             60             60             8             8             10000             0             0             8
1187             4094             130             20             70             70             5             5             1100             0             0             5
1188             4095             130             20             70             70             5             5             1120             0             0             5
1189             4096             162             25             60             60             6             6             1800             0             0             6
1190             4097             80             20             70             70             3             3             340             0             0             3
1191             4098             85             25             70             70             3             3             520             0             0             3
1192             4099             55             10             60             60             1             1             60             0             0             1
1193             4100             55             10             60             60             1             1             60             0             0             1
1194             4101             55             10             60             60             1             1             60             0             0             1
